Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2021-07-02,43.906,43.961,43.434,43.652,1995000,0.0,0.0
2021-07-06,43.17,43.325,42.08,42.344,3598600,0.0,0.0
2021-07-07,41.971,42.743,41.808,42.507,4108200,0.0,0.0
2021-07-08,41.671,41.79,40.518,40.754,5412000,0.0,0.0
2021-07-09,41.671,42.771,41.363,42.58,5044800,0.0,0.0
2021-07-12,42.108,43.361,41.762,43.098,3450700,0.0,0.0
2021-07-13,43.061,43.198,42.407,42.453,2983400,0.0,0.0
2021-07-14,42.598,43.016,41.808,42.162,2792200,0.0,0.0
2021-07-15,43.152,43.788,42.716,43.67,7698900,0.0,0.0
2021-07-16,43.788,43.834,42.371,42.607,4384800,0.0,0.0
2021-07-19,41.335,41.59,40.463,40.818,5465300,0.0,0.0
2021-07-20,40.854,43.18,40.763,42.907,5131200,0.0,0.0
2021-07-21,43.289,44.488,43.289,43.87,3970900,0.0,0.0
2021-07-22,43.697,43.697,42.916,43.207,2815300,0.0,0.0
2021-07-23,43.579,43.925,42.816,42.98,3029600,0.0,0.0
2021-07-26,42.952,43.616,42.862,43.343,3026800,0.0,0.0
2021-07-27,42.771,43.434,42.498,43.08,2347700,0.0,0.0
2021-07-28,43.216,43.379,41.953,42.653,2956000,0.0,0.0
2021-07-29,43.216,43.597,42.707,43.488,3492500,0.0,0.0
2021-07-30,43.152,43.861,42.825,43.016,4695600,0.0,0.0
2021-08-02,43.488,44.37,42.952,43.034,2779100,0.0,0.0
2021-08-03,43.343,43.425,42.189,43.37,2346500,0.0,0.0
2021-08-04,42.734,43.28,42.489,42.78,3592100,0.0,0.0
2021-08-05,43.243,44.288,43.243,44.206,4686400,0.0,0.0
2021-08-06,45.651,46.677,45.423,46.287,4807600,0.0,0.0
2021-08-09,46.032,47.377,45.778,47.104,4388700,0.0,0.0
2021-08-10,47.113,48.521,47.113,48.276,7491300,0.0,0.0
2021-08-11,48.54,49.166,47.949,49.13,5623200,0.0,0.0
2021-08-12,49.284,49.584,48.721,48.948,3647700,0.0,0.0
2021-08-13,49.221,49.902,48.957,49.612,4675500,0.0,0.0
2021-08-16,49.275,49.811,48.812,49.612,4648600,0.0,0.0
2021-08-17,49.284,49.929,48.885,49.066,4490900,0.0,0.0
2021-08-18,48.83,49.875,48.63,48.839,5002900,0.0,0.0
2021-08-19,48.094,48.967,47.731,48.113,7291400,0.0,0.0
2021-08-20,48.185,48.903,47.895,48.667,4040800,0.0,0.0
2021-08-23,49.121,49.748,49.057,49.203,3738400,0.0,0.0
2021-08-24,49.203,49.684,48.957,49.384,3797600,0.0,0.0
2021-08-25,49.548,50.42,49.257,49.902,4019300,0.0,0.0
2021-08-26,50.039,50.084,49.048,49.076,3308100,0.0,0.0
2021-08-27,49.366,50.066,49.194,49.975,3485500,0.0,0.0
2021-08-30,50.011,50.011,49.057,49.076,3711400,0.0,0.0
2021-08-31,48.921,49.802,48.921,49.566,5703900,0.0,0.0
2021-09-01,49.684,49.802,49.248,49.584,4014300,0.0,0.0
2021-09-02,49.757,50.32,49.648,50.175,5228000,0.0,0.0
2021-09-03,50.102,50.347,49.593,50.057,4556800,0.0,0.0
2021-09-07,50.157,50.674,49.648,49.666,4783000,0.0,0.0
2021-09-08,49.512,49.975,49.33,49.793,3349300,0.0,0.0
2021-09-09,49.784,50.684,49.602,49.684,4669900,0.0,0.0
2021-09-10,50.12,50.311,49.421,49.457,3221700,0.0,0.0
2021-09-13,50.066,50.266,49.612,50.075,4962000,0.0,0.0
2021-09-14,50.275,50.32,49.303,49.448,5109600,0.0,0.0
2021-09-15,49.53,50.042,49.229,49.759,4194300,0.32,0.0
2021-09-16,49.777,50.316,49.393,49.667,3423200,0.0,0.0
2021-09-17,49.43,50.298,48.973,49.174,7278400,0.0,0.0
2021-09-20,47.73,48.717,47.52,48.644,7959300,0.0,0.0
2021-09-21,49.082,49.192,48.342,48.397,5580500,0.0,0.0
